
testcases/common/oncoming-trick.xml
timestamp,# collisions,agent 0 path length,agent 0 effort,agent 0 get target,agent 1 path length,agent 1 effort,agent 1get target,
0,,0;0.00544341,false,0;0.00544341,false,
0.741667,,0.866342;3.63537,false,0.866923;3.63433,false,
0.743333,,0.86901;3.65586,false,0.869594;3.6548,false,
0.745,,0.871679;3.67648,false,0.872265;3.67541,false,
0.746667,,0.874346;3.69726,false,0.874936;3.69618,false,
0.748333,,0.877013;3.71819,false,0.877605;3.71709,false,
0.75,,0.879679;3.73926,false,0.880274;3.73815,false,
0.751667,,0.882344;3.76049,false,0.882942;3.75936,false,
0.753333,,0.885008;3.78188,false,0.885609;3.78073,false,
0.755,,0.887671;3.80341,false,0.888275;3.80224,false,
0.756667,,0.890333;3.8251,false,0.890939;3.82391,false,
0.758333,,0.892994;3.84694,false,0.893602;3.84574,false,
0.76,,0.895653;3.86894,false,0.896264;3.86772,false,
0.761667,,0.89831;3.8911,false,0.898925;3.88986,false,
0.763333,,0.900966;3.91342,false,0.901584;3.91215,false,
0.765,,0.903621;3.93589,false,0.90424;3.93461,false,
0.766667,,0.906273;3.95853,false,0.906896;3.95723,false,
0.768333,,0.908924;3.98133,false,0.909549;3.98001,false,
0.77,,0.911572;4.0043,false,0.9122;4.00295,false,
0.771667,,0.914219;4.02742,false,0.91485;4.02606,false,
0.773333,,0.916863;4.05072,false,0.917497;4.04933,false,
0.775,,0.919505;4.07418,false,0.920141;4.07277,false,
0.776667,,0.922145;4.09781,false,0.922784;4.09637,false,
0.778333,,0.924782;4.12161,false,0.925424;4.12015,false,
0.78,,0.927416;4.14558,false,0.928061;4.1441,false,
0.781667,,0.930048;4.16972,false,0.930695;4.16821,false,
0.783333,,0.932677;4.19404,false,0.933327;4.19251,false,
0.785,,0.935302;4.21852,false,0.935955;4.21697,false,
0.786667,,0.937925;4.24319,false,0.938581;4.24161,false,
0.788333,,0.940544;4.2679,false,0.941203;4.26629,false,
0.79,,0.943157;4.29278,false,0.943819;4.29115,false,
0.791667,,0.945764;4.31783,false,0.946429;4.31618,false,
0.793333,,0.948366;4.34305,false,0.949034;4.34137,false,
0.795,,0.950963;4.36845,false,0.951635;4.36674,false,
0.796667,,0.953555;4.39401,false,0.95423;4.39228,false,
0.798333,,0.956142;4.41976,false,0.95682;4.418,false,
0.8,,0.958724;4.44569,false,0.959405;4.44391,false,
0.801667,,0.961301;4.4718,false,0.961985;4.46999,false,
0.803333,,0.963873;4.49809,false,0.964561;4.49625,false,
0.805,,0.966441;4.52456,false,0.967132;4.5227,false,
0.806667,,0.969004;4.55122,false,0.969698;4.54933,false,
0.808333,,0.971562;4.57807,false,0.972259;4.57615,false,
0.81,,0.974115;4.6051,false,0.974816;4.60316,false,
0.811667,,0.976664;4.63232,false,0.977369;4.63035,false,
0.813333,,0.979209;4.65972,false,0.979917;4.65773,false,
0.815,,0.981749;4.68732,false,0.98246;4.6853,false,
0.816667,,0.984284;4.7151,false,0.984998;4.71305,false,
0.818333,,0.986516;4.73438,false,0.987429;4.73539,false,
0.82,,0.988254;4.75335,false,0.98915;4.75421,false,
0.821667,,0.98998;4.77195,false,0.990851;4.77273,false,
0.823333,,0.991828;4.78527,false,0.992545;4.79078,false,
0.825,,0.994249;4.79818,false,0.994857;4.80403,false,
0.826667,,0.996693;4.81088,false,0.997226;4.81685,false,
0.828333,,0.99911;4.82351,false,0.999536;4.82967,false,
0.83,,1.00148;4.83612,false,1.00179;4.84249,false,
0.831667,,1.00252;4.84072,false,1.00288;4.84779,false,
0.833333,,1.00307;4.84514,false,1.00352;4.85259,false,
0.835,,1.00328;4.84916,false,1.00393;4.85705,false,
0.836667,,1.00355;4.85303,false,1.00413;4.86098,false,
0.838333,,1.00376;4.85683,false,1.0042;4.86479,false,
0.84,,1.00391;4.86058,false,1.00429;4.86856,false,
0.841667,,1.00405;4.86432,false,1.00436;4.87231,false,
0.843333,,1.00417;4.86804,false,1.00442;4.87605,false,
0.845,,1.00429;4.87176,false,1.00447;4.87977,false,
0.846667,,1.0044;4.87548,false,1.00452;4.8835,false,
0.848333,,1.00449;4.8792,false,1.00456;4.88722,false,
0.85,,1.00457;4.88292,false,1.00459;4.89094,false,
0.851667,,1.00465;4.88664,false,1.00462;4.89465,false,
0.853333,,1.00472;4.89036,false,1.00465;4.89837,false,
0.855,,1.00478;4.89408,false,1.00469;4.90209,false,
0.856667,,1.00484;4.89781,false,1.00473;4.90581,false,
0.858333,,1.0049;4.90153,false,1.00478;4.90953,false,
0.86,,1.00496;4.90525,false,1.00484;4.91325,false,
0.861667,,1.00502;4.90898,false,1.0049;4.91697,false,
0.863333,,1.00508;4.91271,false,1.00497;4.92069,false,
0.865,,1.00515;4.91645,false,1.00501;4.92441,false,
0.866667,,1.00521;4.92017,false,1.00504;4.92813,false,
0.868333,,1.00527;4.9239,false,1.00508;4.93185,false,
0.87,,1.00535;4.92763,false,1.00512;4.93556,false,
0.871667,,1.00544;4.93136,false,1.00515;4.93928,false,
0.873333,,1.00553;4.93508,false,1.00519;4.943,false,
0.875,,1.00562;4.93881,false,1.00523;4.94672,false,
0.876667,,1.00572;4.94254,false,1.00527;4.95044,false,
0.878333,,1.00583;4.94628,false,1.00532;4.95416,false,
0.88,,1.00594;4.95001,false,1.00536;4.95788,false,
0.881667,,1.00605;4.95374,false,1.0054;4.9616,false,
0.883333,,1.00617;4.95747,false,1.00544;4.96532,false,
0.885,,1.00629;4.9612,false,1.00548;4.96903,false,
0.886667,,1.00641;4.96493,false,1.00552;4.97275,false,
0.888333,,1.00654;4.96867,false,1.00556;4.97647,false,
0.89,,1.00667;4.9724,false,1.00559;4.98019,false,
0.891667,,1.0068;4.97613,false,1.00563;4.98391,false,
0.893333,,1.00694;4.97987,false,1.00566;4.98762,false,
0.895,,1.00707;4.9836,false,1.00569;4.99134,false,
0.896667,,1.00715;4.98733,false,1.00572;4.99506,false,
0.898333,,1.00717;4.99105,false,1.00576;4.99878,false,
0.9,,1.0072;4.99477,false,1.00579;5.00249,false,
0.901667,,1.00723;4.99849,false,1.00581;5.00621,false,
0.903333,,1.00725;5.0022,false,1.00584;5.00993,false,
0.905,,1.00729;5.00592,false,1.00587;5.01365,false,
0.906667,,1.00732;5.00964,false,1.0059;5.01736,false,
0.908333,,1.00735;5.01336,false,1.00592;5.02108,false,
0.91,,1.00737;5.01707,false,1.00595;5.0248,false,
0.911667,,1.0074;5.02079,false,1.00597;5.02851,false,
0.913333,,1.00742;5.02451,false,1.006;5.03223,false,
0.915,,1.00744;5.02823,false,1.00602;5.03595,false,
0.916667,,1.00746;5.03194,false,1.00604;5.03966,false,
0.918333,,1.00748;5.03566,false,1.00607;5.04338,false,
0.92,,1.00749;5.03938,false,1.00609;5.0471,false,
0.921667,,1.00751;5.04309,false,1.00611;5.05081,false,
0.923333,,1.00753;5.04681,false,1.00613;5.05453,false,
0.925,,1.00754;5.05053,false,1.00615;5.05825,false,
0.926667,,1.00756;5.05424,false,1.00617;5.06197,false,
0.928333,,1.00757;5.05796,false,1.00619;5.06568,false,
0.93,,1.00759;5.06168,false,1.00621;5.0694,false,
0.931667,,1.0076;5.06539,false,1.00622;5.07312,false,
0.933333,,1.00762;5.06911,false,1.00623;5.07683,false,
0.935,,1.00763;5.07283,false,1.00625;5.08055,false,
0.936667,,1.00764;5.07655,false,1.00627;5.08427,false,
0.938333,,1.00766;5.08026,false,1.00628;5.08798,false,
0.94,,1.00767;5.08398,false,1.0063;5.0917,false,
0.941667,,1.00768;5.0877,false,1.00632;5.09542,false,
0.943333,,1.00769;5.09141,false,1.00634;5.09914,false,
0.945,,1.0077;5.09513,false,1.00636;5.10286,false,
0.946667,,1.00771;5.09885,false,1.00638;5.10657,false,
0.948333,,1.00772;5.10256,false,1.0064;5.11029,false,
0.95,,1.00772;5.10628,false,1.00642;5.11401,false,
0.951667,,1.00773;5.11,false,1.00645;5.11773,false,
0.953333,,1.00773;5.11371,false,1.00647;5.12144,false,
0.955,,1.00774;5.11743,false,1.00649;5.12516,false,
0.956667,,1.00774;5.12115,false,1.00651;5.12888,false,
0.958333,,1.00774;5.12486,false,1.00653;5.13259,false,
0.96,,1.00775;5.12858,false,1.00655;5.13631,false,
0.961667,,1.00775;5.1323,false,1.00657;5.14003,false,
0.963333,,1.00775;5.13602,false,1.00659;5.14375,false,
0.965,,1.00776;5.13973,false,1.00661;5.14746,false,
0.966667,,1.00776;5.14345,false,1.00663;5.15118,false,
0.968333,,1.00777;5.14717,false,1.00665;5.1549,false,
0.97,,1.00777;5.15088,false,1.00667;5.15861,false,
0.971667,,1.00777;5.1546,false,1.00668;5.16233,false,
0.973333,,1.00778;5.15832,false,1.0067;5.16605,false,
0.975,,1.00779;5.16203,false,1.00671;5.16976,false,
0.976667,,1.00779;5.16575,false,1.00672;5.17348,false,
0.978333,,1.0078;5.16947,false,1.00674;5.1772,false,
0.98,,1.00781;5.17318,false,1.00676;5.18092,false,
0.981667,,1.00782;5.1769,false,1.00678;5.18463,false,
0.983333,,1.00783;5.18062,false,1.00679;5.18835,false,
0.985,,1.00784;5.18434,false,1.00681;5.19207,false,
0.986667,,1.00785;5.18805,false,1.00682;5.19578,false,
0.988333,,1.00787;5.19177,false,1.00684;5.1995,false,
0.99,,1.00788;5.19549,false,1.00686;5.20322,false,
0.991667,,1.00789;5.1992,false,1.00687;5.20693,false,
0.993333,,1.00791;5.20292,false,1.00689;5.21065,false,
0.995,,1.00792;5.20664,false,1.0069;5.21437,false,
0.996667,,1.00793;5.21036,false,1.00691;5.21808,false,
0.998333,,1.00794;5.21407,false,1.00692;5.2218,false,
1,,1.00795;5.21779,false,1.00693;5.22552,false,
1.00167,,1.00797;5.22151,false,1.00694;5.22923,false,
1.00333,,1.00798;5.22523,false,1.00695;5.23295,false,
1.005,,1.008;5.22894,false,1.00695;5.23667,false,
1.00667,,1.00801;5.23266,false,1.00696;5.24038,false,
1.00833,,1.00803;5.23638,false,1.00697;5.2441,false,
1.01,,1.00804;5.24009,false,1.00697;5.24782,false,
1.01167,,1.00805;5.24381,false,1.00698;5.25154,false,
1.01333,,1.00806;5.24753,false,1.00698;5.25525,false,
1.015,,1.00807;5.25124,false,1.00699;5.25897,false,
1.01667,,1.00808;5.25496,false,1.00699;5.26269,false,
1.01833,,1.00809;5.25868,false,1.007;5.2664,false,
1.02,,1.0081;5.26239,false,1.007;5.27012,false,
1.02167,,1.0081;5.26611,false,1.00701;5.27384,false,
1.02333,,1.00811;5.26983,false,1.00701;5.27755,false,
1.025,,1.00812;5.27354,false,1.00702;5.28127,false,
1.02667,,1.00812;5.27726,false,1.00702;5.28499,false,
1.02833,,1.00813;5.28098,false,1.00703;5.2887,false,
1.03,,1.00813;5.28469,false,1.00703;5.29242,false,
1.03167,,1.00813;5.28841,false,1.00703;5.29614,false,
1.03333,,1.00814;5.29213,false,1.00704;5.29985,false,
1.035,,1.00814;5.29584,false,1.00704;5.30357,false,
1.03667,,1.00814;5.29956,false,1.00705;5.30729,false,
1.03833,,1.00815;5.30328,false,1.00705;5.311,false,
1.04,,1.00815;5.307,false,1.00706;5.31472,false,
1.04167,,1.00816;5.31071,false,1.00706;5.31844,false,
1.04333,,1.00816;5.31443,false,1.00707;5.32216,false,
1.045,,1.00816;5.31815,false,1.00707;5.32587,false,
1.04667,,1.00817;5.32186,false,1.00708;5.32959,false,
1.04833,,1.00817;5.32558,false,1.00709;5.33331,false,
1.05,,1.00818;5.3293,false,1.00709;5.33702,false,
1.05167,,1.00818;5.33301,false,1.0071;5.34074,false,
1.05333,,1.00819;5.33673,false,1.00711;5.34446,false,
1.055,,1.0082;5.34045,false,1.00712;5.34817,false,
1.05667,,1.00821;5.34416,false,1.00713;5.35189,false,
1.05833,,1.00821;5.34788,false,1.00714;5.35561,false,
1.06,,1.00822;5.3516,false,1.00715;5.35932,false,
1.06167,,1.00822;5.35531,false,1.00716;5.36304,false,
1.06333,,1.00823;5.35903,false,1.00717;5.36676,false,
1.065,,1.00823;5.36275,false,1.00718;5.37048,false,
1.06667,,1.00823;5.36646,false,1.00719;5.37419,false,
1.06833,,1.00824;5.37018,false,1.0072;5.37791,false,
1.07,,1.00824;5.3739,false,1.00721;5.38163,false,
1.07167,,1.00824;5.37762,false,1.00722;5.38534,false,
1.07333,,1.00825;5.38133,false,1.00724;5.38906,false,
1.075,,1.00825;5.38505,false,1.00725;5.39278,false,
1.07667,,1.00826;5.38877,false,1.00726;5.3965,false,
1.07833,,1.00826;5.39248,false,1.00727;5.40021,false,
1.08,,1.00827;5.3962,false,1.00728;5.40393,false,
1.08167,,1.00828;5.39992,false,1.00729;5.40765,false,
1.08333,,1.00828;5.40363,false,1.0073;5.41136,false,
1.085,,1.00829;5.40735,false,1.00731;5.41508,false,
1.08667,,1.0083;5.41107,false,1.00732;5.4188,false,
1.08833,,1.00831;5.41478,false,1.00732;5.42251,false,
1.09,,1.00831;5.4185,false,1.00733;5.42623,false,
1.09167,,1.00832;5.42222,false,1.00733;5.42995,false,
1.09333,,1.00833;5.42594,false,1.00734;5.43366,false,
1.095,,1.00834;5.42965,false,1.00734;5.43738,false,
1.09667,,1.00835;5.43337,false,1.00735;5.4411,false,
1.09833,,1.00836;5.43709,false,1.00735;5.44481,false,
1.1,,1.00837;5.4408,false,1.00735;5.44853,false,
1.10167,,1.00838;5.44452,false,1.00736;5.45225,false,
1.10333,,1.00839;5.44824,false,1.00736;5.45596,false,
1.105,,1.0084;5.45195,false,1.00737;5.45968,false,
1.10667,,1.00841;5.45567,false,1.00737;5.4634,false,
1.10833,,1.00841;5.45939,false,1.00738;5.46711,false,
1.11,,1.00842;5.4631,false,1.00738;5.47083,false,
1.11167,,1.00843;5.46682,false,1.00738;5.47455,false,
1.11333,,1.00843;5.47054,false,1.00739;5.47827,false,
1.115,,1.00844;5.47425,false,1.00739;5.48198,false,
1.11667,,1.00844;5.47797,false,1.0074;5.4857,false,
1.11833,,1.00844;5.48169,false,1.00741;5.48942,false,
1.12,,1.00845;5.4854,false,1.00741;5.49313,false,
1.12167,,1.00845;5.48912,false,1.00742;5.49685,false,
1.12333,,1.00846;5.49284,false,1.00742;5.50057,false,
1.125,,1.00846;5.49656,false,1.00743;5.50428,false,
1.12667,,1.00846;5.50027,false,1.00743;5.508,false,
1.12833,,1.00847;5.50399,false,1.00743;5.51172,false,
1.13,,1.00847;5.50771,false,1.00744;5.51543,false,
1.13167,,1.00847;5.51142,false,1.00744;5.51915,false,
1.13333,,1.00848;5.51514,false,1.00744;5.52287,false,
1.135,,1.00848;5.51886,false,1.00745;5.52658,false,
1.13667,,1.00849;5.52257,false,1.00745;5.5303,false,
1.13833,,1.00849;5.52629,false,1.00746;5.53402,false,
1.14,,1.0085;5.53001,false,1.00746;5.53773,false,
1.14167,,1.00851;5.53372,false,1.00747;5.54145,false,
1.14333,,1.00852;5.53744,false,1.00747;5.54517,false,
1.145,,1.00853;5.54116,false,1.00748;5.54888,false,
1.14667,,1.00853;5.54487,false,1.00749;5.5526,false,
1.14833,,1.00854;5.54859,false,1.00749;5.55632,false,
1.15,,1.00854;5.55231,false,1.0075;5.56003,false,
1.15167,,1.00855;5.55602,false,1.00751;5.56375,false,
1.15333,,1.00855;5.55974,false,1.00751;5.56747,false,
1.155,,1.00855;5.56346,false,1.00752;5.57119,false,
1.15667,,1.00856;5.56717,false,1.00753;5.5749,false,
1.15833,,1.00856;5.57089,false,1.00754;5.57862,false,
1.16,,1.00857;5.57461,false,1.00755;5.58234,false,
1.16167,,1.00857;5.57832,false,1.00756;5.58605,false,
1.16333,,1.00858;5.58204,false,1.00757;5.58977,false,
1.165,,1.00859;5.58576,false,1.00758;5.59349,false,
1.16667,,1.00859;5.58948,false,1.00759;5.5972,false,
1.16833,,1.0086;5.59319,false,1.0076;5.60092,false,
1.17,,1.00861;5.59691,false,1.00761;5.60464,false,
1.17167,,1.00862;5.60063,false,1.00762;5.60835,false,
1.17333,,1.00864;5.60434,false,1.00763;5.61207,false,
1.175,,1.00865;5.60806,false,1.00764;5.61579,false,
1.17667,,1.00866;5.61178,false,1.00765;5.6195,false,
1.17833,,1.00867;5.61549,false,1.00765;5.62322,false,
1.18,,1.00868;5.61921,false,1.00766;5.62694,false,
1.18167,,1.00868;5.62293,false,1.00767;5.63065,false,
1.18333,,1.00869;5.62664,false,1.00767;5.63437,false,
1.185,,1.0087;5.63036,false,1.00768;5.63809,false,
1.18667,,1.00871;5.63408,false,1.00768;5.6418,false,
1.18833,,1.00871;5.63779,false,1.00768;5.64552,false,
1.19,,1.00871;5.64151,false,1.00769;5.64924,false,
1.19167,,1.00872;5.64523,false,1.00769;5.65295,false,
1.19333,,1.00872;5.64894,false,1.0077;5.65667,false,
1.195,,1.00873;5.65266,false,1.00771;5.66039,false,
1.19667,,1.00873;5.65638,false,1.00771;5.6641,false,
1.19833,,1.00874;5.66009,false,1.00772;5.66782,false,
1.2,,1.00874;5.66381,false,1.00772;5.67154,false,
1.20167,,1.00875;5.66753,false,1.00773;5.67525,false,
1.20333,,1.00875;5.67124,false,1.00774;5.67897,false,
1.205,,1.00876;5.67496,false,1.00774;5.68269,false,
1.20667,,1.00877;5.67868,false,1.00775;5.6864,false,
1.20833,,1.00877;5.68239,false,1.00775;5.69012,false,
1.21,,1.00878;5.68611,false,1.00776;5.69384,false,
1.21167,,1.00878;5.68983,false,1.00776;5.69755,false,
1.21333,,1.00879;5.69354,false,1.00777;5.70127,false,
1.215,,1.00879;5.69726,false,1.00777;5.70499,false,
1.21667,,1.00879;5.70098,false,1.00778;5.7087,false,
1.21833,,1.0088;5.70469,false,1.00778;5.71242,false,
1.22,,1.0088;5.70841,false,1.00779;5.71614,false,
1.22167,,1.00881;5.71213,false,1.00779;5.71985,false,
1.22333,,1.00881;5.71584,false,1.0078;5.72357,false,
1.225,,1.00882;5.71956,false,1.0078;5.72729,false,
1.22667,,1.00882;5.72328,false,1.00781;5.731,false,
1.22833,,1.00883;5.72699,false,1.00781;5.73472,false,
1.23,,1.00883;5.73071,false,1.00781;5.73844,false,
1.23167,,1.00884;5.73443,false,1.00782;5.74215,false,
1.23333,,1.00884;5.73814,false,1.00782;5.74587,false,
1.235,,1.00885;5.74186,false,1.00783;5.74959,false,
1.23667,,1.00885;5.74558,false,1.00783;5.7533,false,
1.23833,,1.00886;5.74929,false,1.00784;5.75702,false,
1.24,,1.00886;5.75301,false,1.00784;5.76074,false,
1.24167,,1.00887;5.75673,false,1.00785;5.76445,false,
1.24333,,1.00887;5.76044,false,1.00785;5.76817,false,
1.245,,1.00887;5.76416,false,1.00786;5.77189,false,
1.24667,,1.00888;5.76788,false,1.00786;5.7756,false,
1.24833,,1.00888;5.77159,false,1.00786;5.77932,false,
1.25,,1.00889;5.77531,false,1.00787;5.78304,false,
1.25167,,1.00889;5.77903,false,1.00787;5.78675,false,
1.25333,,1.0089;5.78274,false,1.00788;5.79047,false,
1.255,,1.0089;5.78646,false,1.00788;5.79419,false,
1.25667,,1.0089;5.79018,false,1.00789;5.7979,false,
1.25833,,1.00891;5.79389,false,1.00789;5.80162,false,
1.26,,1.00891;5.79761,false,1.00789;5.80534,false,
1.26167,,1.00892;5.80133,false,1.0079;5.80905,false,
1.26333,,1.00892;5.80504,false,1.0079;5.81277,false,
1.265,,1.00893;5.80876,false,1.00791;5.81649,false,
1.26667,,1.00893;5.81248,false,1.00791;5.8202,false,
1.26833,,1.00893;5.81619,false,1.00791;5.82392,false,
1.27,,1.00894;5.81991,false,1.00792;5.82764,false,
1.27167,,1.00894;5.82363,false,1.00792;5.83135,false,
1.27333,,1.00895;5.82734,false,1.00793;5.83507,false,
1.275,,1.00895;5.83106,false,1.00793;5.83879,false,
1.27667,,1.00896;5.83478,false,1.00793;5.8425,false,
1.27833,,1.00896;5.83849,false,1.00794;5.84622,false,
1.28,,1.00896;5.84221,false,1.00794;5.84994,false,
1.28167,,1.00897;5.84593,false,1.00795;5.85365,false,
1.28333,,1.00897;5.84964,false,1.00795;5.85737,false,
1.285,,1.00898;5.85336,false,1.00795;5.86109,false,
1.28667,,1.00898;5.85708,false,1.00796;5.8648,false,
1.28833,,1.00898;5.86079,false,1.00796;5.86852,false,
1.29,,1.00899;5.86451,false,1.00797;5.87224,false,
1.29167,,1.00899;5.86823,false,1.00797;5.87595,false,
1.29333,,1.009;5.87194,false,1.00797;5.87967,false,
1.295,,1.009;5.87566,false,1.00798;5.88339,false,
1.29667,,1.009;5.87938,false,1.00798;5.8871,false,
1.29833,,1.00901;5.88309,false,1.00799;5.89082,false,
1.3,,1.00901;5.88681,false,1.00799;5.89454,false,
1.30167,,1.00902;5.89053,false,1.00799;5.89825,false,
1.30333,,1.00902;5.89424,false,1.008;5.90197,false,
1.305,,1.00902;5.89796,false,1.008;5.90569,false,
1.30667,,1.00903;5.90168,false,1.008;5.9094,false,
1.30833,,1.00903;5.90539,false,1.00801;5.91312,false,
1.31,,1.00904;5.90911,false,1.00801;5.91684,false,
1.31167,,1.00904;5.91283,false,1.00802;5.92055,false,
1.31333,,1.00904;5.91654,false,1.00802;5.92427,false,
1.315,,1.00905;5.92026,false,1.00802;5.92799,false,
1.31667,,1.00905;5.92398,false,1.00803;5.9317,false,
1.31833,,1.00906;5.92769,false,1.00803;5.93542,false,
1.32,,1.00906;5.93141,false,1.00803;5.93914,false,
1.32167,,1.00906;5.93513,false,1.00804;5.94285,false,
1.32333,,1.00907;5.93884,false,1.00804;5.94657,false,
1.325,,1.00907;5.94256,false,1.00805;5.95029,false,
1.32667,,1.00908;5.94628,false,1.00805;5.954,false,
1.32833,,1.00908;5.94999,false,1.00805;5.95772,false,
1.33,,1.00908;5.95371,false,1.00806;5.96144,false,
1.33167,,1.00909;5.95743,false,1.00806;5.96515,false,
1.33333,,1.00909;5.96114,false,1.00806;5.96887,false,
1.335,,1.0091;5.96486,false,1.00807;5.97259,false,
1.33667,,1.0091;5.96858,false,1.00807;5.9763,false,
1.33833,,1.0091;5.97229,false,1.00807;5.98002,false,
1.34,,1.00911;5.97601,false,1.00808;5.98374,false,
1.34167,,1.00911;5.97973,false,1.00808;5.98745,false,
1.34333,,1.00911;5.98344,false,1.00809;5.99117,false,
1.345,,1.00912;5.98716,false,1.00809;5.99489,false,
1.34667,,1.00912;5.99088,false,1.00809;5.9986,false,
1.34833,,1.00913;5.99459,false,1.0081;6.00232,false,
1.35,,1.00913;5.99831,false,1.0081;6.00604,false,
1.35167,,1.00913;6.00203,false,1.0081;6.00975,false,
1.35333,,1.00914;6.00574,false,1.00811;6.01347,false,
1.355,,1.00914;6.00946,false,1.00811;6.01719,false,
1.35667,,1.00915;6.01318,false,1.00811;6.0209,false,
1.35833,,1.00915;6.01689,false,1.00812;6.02462,false,
1.36,,1.00915;6.02061,false,1.00812;6.02834,false,
1.36167,,1.00916;6.02433,false,1.00812;6.03205,false,
1.36333,,1.00916;6.02804,false,1.00813;6.03577,false,
1.365,,1.00916;6.03176,false,1.00813;6.03949,false,
1.36667,,1.00917;6.03548,false,1.00814;6.0432,false,
1.36833,,1.00917;6.03919,false,1.00814;6.04692,false,
1.37,,1.00918;6.04291,false,1.00814;6.05064,false,
1.37167,,1.00918;6.04663,false,1.00815;6.05435,false,
1.37333,,1.00918;6.05034,false,1.00815;6.05807,false,
1.375,,1.00919;6.05406,false,1.00815;6.06179,false,
1.37667,,1.00919;6.05778,false,1.00816;6.06551,false,
1.37833,,1.0092;6.06149,false,1.00816;6.06922,false,
1.38,,1.0092;6.06521,false,1.00816;6.07294,false,
1.38167,,1.0092;6.06893,false,1.00817;6.07666,false,
1.38333,,1.00921;6.07264,false,1.00817;6.08037,false,
1.385,,1.00921;6.07636,false,1.00817;6.08409,false,
1.38667,,1.00921;6.08008,false,1.00818;6.08781,false,
1.38833,,1.00922;6.08379,false,1.00818;6.09152,false,
1.39,,1.00922;6.08751,false,1.00818;6.09524,false,
1.39167,,1.00923;6.09123,false,1.00819;6.09896,false,
1.39333,,1.00923;6.09494,false,1.00819;6.10267,false,
1.395,,1.00923;6.09866,false,1.00819;6.10639,false,
1.39667,,1.00924;6.10238,false,1.0082;6.11011,false,
1.39833,,1.00924;6.10609,false,1.0082;6.11382,false,
1.4,,1.00924;6.10981,false,1.0082;6.11754,false,
1.40167,,1.00925;6.11353,false,1.00821;6.12126,false,
1.40333,,1.00925;6.11724,false,1.00821;6.12497,false,
1.405,,1.00926;6.12096,false,1.00821;6.12869,false,
1.40667,,1.00926;6.12468,false,1.00822;6.13241,false,
1.40833,,1.00926;6.12839,false,1.00822;6.13612,false,
1.41,,1.00927;6.13211,false,1.00823;6.13984,false,
1.41167,,1.00927;6.13583,false,1.00823;6.14356,false,
1.41333,,1.00927;6.13954,false,1.00823;6.14727,false,
1.415,,1.00928;6.14326,false,1.00824;6.15099,false,
1.41667,,1.00928;6.14698,false,1.00824;6.15471,false,
1.41833,,1.00929;6.15069,false,1.00824;6.15842,false,
1.42,,1.00929;6.15441,false,1.00825;6.16214,false,
1.42167,,1.00929;6.15813,false,1.00825;6.16586,false,
1.42333,,1.0093;6.16184,false,1.00825;6.16957,false,
1.425,,1.0093;6.16556,false,1.00826;6.17329,false,
1.42667,,1.0093;6.16928,false,1.00826;6.17701,false,
1.42833,,1.00931;6.17299,false,1.00826;6.18072,false,
1.43,,1.00931;6.17671,false,1.00827;6.18444,false,
1.43167,,1.00931;6.18043,false,1.00827;6.18816,false,
1.43333,,1.00932;6.18414,false,1.00827;6.19187,false,
1.435,,1.00932;6.18786,false,1.00828;6.19559,false,
1.43667,,1.00933;6.19158,false,1.00828;6.19931,false,
1.43833,,1.00933;6.19529,false,1.00828;6.20302,false,
1.44,,1.00933;6.19901,false,1.00829;6.20674,false,
1.44167,,1.00934;6.20273,false,1.00829;6.21046,false,
1.44333,,1.00934;6.20644,false,1.00829;6.21417,false,
1.445,,1.00934;6.21016,false,1.0083;6.21789,false,
1.44667,,1.00935;6.21388,false,1.0083;6.22161,false,
1.44833,,1.00935;6.21759,false,1.0083;6.22532,false,
1.45,,1.00935;6.22131,false,1.00831;6.22904,false,
1.45167,,1.00936;6.22503,false,1.00831;6.23276,false,
1.45333,,1.00936;6.22874,false,1.00831;6.23647,false,
1.455,,1.00937;6.23246,false,1.00832;6.24019,false,
1.45667,,1.00937;6.23618,false,1.00832;6.24391,false,
1.45833,,1.00937;6.23989,false,1.00832;6.24762,false,
1.46,,1.00938;6.24361,false,1.00833;6.25134,false,
1.46167,,1.00938;6.24733,false,1.00833;6.25506,false,
1.46333,,1.00938;6.25104,false,1.00833;6.25877,false,
1.465,,1.00939;6.25476,false,1.00834;6.26249,false,
1.46667,,1.00939;6.25848,false,1.00834;6.26621,false,
1.46833,,1.0094;6.26219,false,1.00834;6.26992,false,
1.47,,1.0094;6.26591,false,1.00835;6.27364,false,
1.47167,,1.0094;6.26963,false,1.00835;6.27736,false,
1.47333,,1.00941;6.27334,false,1.00835;6.28107,false,
1.475,,1.00941;6.27706,false,1.00836;6.28479,false,
1.47667,,1.00941;6.28078,false,1.00836;6.28851,false,
1.47833,,1.00942;6.28449,false,1.00837;6.29222,false,
1.48,,1.00942;6.28821,false,1.00837;6.29594,false,
1.48167,,1.00942;6.29193,false,1.00837;6.29966,false,
1.48333,,1.00943;6.29564,false,1.00838;6.30337,false,
1.485,,1.00943;6.29936,false,1.00838;6.30709,false,
1.48667,,1.00943;6.30308,false,1.00838;6.31081,false,
1.48833,,1.00944;6.30679,false,1.00839;6.31452,false,
1.49,,1.00944;6.31051,false,1.00839;6.31824,false,
1.49167,,1.00945;6.31423,false,1.00839;6.32196,false,
1.49333,,1.00945;6.31794,false,1.0084;6.32567,false,
1.495,,1.00945;6.32166,false,1.0084;6.32939,false,
